"ID","HIGH_BID","INVOICE_DATE","BUYER_RELISTS","BUYER"
22232807,16380,2019-01-16,0,5828
22232888,2890,2019-01-25,0,10381
22235115,1210,2019-01-29,0,8743
22237010,1520,2019-01-29,0,10225
22237013,11025,2019-01-28,0,10381
22237083,9765,2019-01-25,0,3006
22239566,2470,2019-01-31,0,8484
22241824,10500,2019-01-23,0,11097
22242529,1520,2019-01-25,0,8593
22243115,3200,2019-02-05,0,3221
22245007,24675,2019-01-15,0,5022
22245748,2990,2019-01-23,0,3447
22248595,2570,2019-02-05,7,8848
22249742,8295,2019-02-06,0,5558
22250476,2780,2019-02-08,0,3106
22251241,1520,2019-01-23,0,8952
22254806,1420,2019-01-31,0,7442
22257232,3885,2019-01-25,0,5468
22258121,1785,2019-01-21,0,8815
22258909,1680,2019-02-07,0,2409
22259014,970,2019-01-25,0,8453
22262928,2150,2019-01-28,0,2888
22265587,3100,2019-02-05,0,5835
22266062,1155,2019-02-05,0,8433
22266082,760,2019-01-29,0,7314
22268609,4880,2019-01-16,0,3432
22271775,2050,2019-01-30,0,10972
22271816,2100,2019-02-06,0,6641
22272499,1995,2019-01-23,0,3591
22274126,5775,2019-01-30,0,3994
22274744,1260,2019-01-18,0,8456
22275281,12285,2019-01-29,0,10493
22275410,6930,2019-01-25,0,11010
22277786,865,2019-02-06,0,6327
22279093,1310,2019-01-22,0,3152
22279296,3410,2019-01-29,0,7073
22280433,3830,2019-02-05,0,3828
22282705,630,2019-01-15,0,7630
22284436,3885,2019-01-31,0,10007
22286275,2150,2019-01-31,0,7049
22287447,5090,2019-01-21,0,3049
22287569,5460,2019-01-25,0,5262
22289069,4780,2019-02-01,0,3670
22289712,1680,2019-01-21,0,7778
22290915,2360,2019-01-17,0,10114
22292313,1995,2019-02-05,0,5999
22292951,3045,2019-01-23,0,6606
22295030,1365,2019-01-16,0,5712
22295582,11865,2019-02-04,0,10680
22296560,2360,2019-02-07,0,2872
22296906,2100,2019-01-18,0,6348
22298169,2050,2019-01-23,0,3387
22300830,7245,2019-01-29,0,5716
22301154,4250,2019-01-31,0,2297
22301708,865,2019-01-25,0,5936
22302005,4150,2019-02-06,0,9496
22303170,4570,2019-01-15,0,10310
22303395,1260,2019-01-24,0,9274
22304863,420,2019-01-15,0,2367
22307983,1000,2019-01-20,0,8236
22308094,8400,2019-01-14,1,2358
22309452,970,2019-01-31,0,6401
22309561,1730,2019-02-05,0,9073
22309982,3620,2019-02-04,0,7762
22311447,7560,2019-01-18,0,7239
22311614,655,2019-02-04,0,4026
22312430,13440,2019-01-15,0,10577
22312559,6615,2019-01-24,0,9837
22314503,2780,2019-01-30,0,2548
22314986,5670,2019-01-22,0,11123
22317904,395,2019-02-08,0,8649
22317911,3780,2019-02-07,0,5553
22319631,3885,2019-02-09,0,5828
22321835,8295,2019-01-15,0,10442
22321913,10290,2019-01-28,0,6327
22322031,7140,2019-01-24,0,3859
22323849,4670,2019-01-14,0,6725
22330131,2415,2019-01-18,0,8270
22331159,3360,2019-02-07,0,6451
22335201,760,2019-02-01,0,5553
22335964,5880,2019-01-23,0,3548
22336382,1630,2019-01-22,1,9845
22337534,7140,2019-02-07,0,4941
22338124,4880,2019-01-23,0,9620
22340031,3570,2019-02-05,0,2236
22343072,4990,2019-01-16,0,10410
22343756,5250,2019-02-07,0,2409
22344040,17955,2019-01-24,0,2605
22344063,3045,2019-01-25,0,5142
22344498,2730,2019-01-22,0,3388
22348742,8610,2019-01-16,0,4849
22349205,4095,2019-01-30,0,5801
22349276,3360,2019-02-05,0,7778
22352266,4830,2019-01-25,0,10179
22353096,5880,2019-02-04,0,5677
22355081,4200,2019-01-18,0,5549
22355534,7350,2019-01-29,0,8183
22357214,15015,2019-01-24,0,10773
22359108,2780,2019-01-22,0,3180
22362092,2150,2019-01-25,0,3557
22363877,18795,2019-01-24,0,2760
22364615,2680,2019-01-15,0,4703
22365758,680,2019-02-06,0,7293
22369354,1730,2019-01-30,0,7351
22369978,1840,2019-01-18,0,8997
22370589,970,2019-01-29,0,7778
22371372,9555,2019-01-18,0,5472
22371857,13650,2019-02-05,0,5018
22371990,7560,2019-01-24,0,7247
22374813,6930,2019-01-31,0,3893
22377647,3465,2019-01-14,0,5332
22378448,2150,2019-01-25,0,7628
22378611,3620,2019-01-29,0,8725
22381134,8610,2019-01-17,0,10500
22381195,1310,2019-01-28,0,6261
22381304,970,2019-02-07,0,8433
22381539,3465,2019-01-24,0,7543
22385321,1155,2019-01-15,0,8649
22385478,3255,2019-01-31,0,8828
22388418,2625,2019-01-17,0,8238
22389188,1050,2019-01-16,1,9347
22390363,1840,2019-01-17,0,11066
22391423,3675,2019-01-22,0,6364
22392344,3200,2019-01-23,0,7591
22394079,2050,2019-01-14,0,8944
22394871,3045,2019-01-28,0,9644
22396680,970,2019-01-23,0,4593
22397036,6090,2019-01-18,0,9472
22397466,1365,2019-01-14,0,5007
22397538,3410,2019-01-28,0,3854
22397648,26510,2019-01-24,0,7628
22398013,1420,2019-01-21,0,8974
22398933,1155,2019-01-17,0,2871
22399457,4990,2019-01-29,0,8375
22400061,7350,2019-01-29,0,5540
22400987,3465,2019-02-04,0,9460
22402418,7455,2019-02-05,0,6391
22402460,1730,2019-01-22,0,10647
22402885,5775,2019-02-01,0,7177
22404400,24990,2019-01-24,0,7228
22405180,18060,2019-01-18,0,9189
22405262,2415,2019-01-22,0,8115
22405918,2470,2019-01-31,0,5967
22408358,1365,2019-01-26,0,9025
22410267,1310,2019-01-14,0,7778
22410515,1260,2019-02-08,0,9459
22410962,18795,2019-01-21,0,2691
22415047,1520,2019-01-24,0,8433
22415980,680,2019-01-29,0,7806
22416001,2940,2019-01-16,0,6482
22416981,1420,2019-01-28,1,9012
22417712,2470,2019-01-24,0,5258
22417993,1995,2019-02-08,0,7179
22419425,4040,2019-02-05,0,8087
22420782,1890,2019-01-29,0,10140
22421052,3410,2019-01-28,0,3882
22422067,4040,2019-02-04,0,7233
22423764,1785,2019-01-25,0,8403
22425365,2680,2019-01-21,0,6650
22426253,1730,2019-02-05,0,7995
22426799,1310,2019-01-14,0,8593
22426946,4410,2019-02-07,1,5940
22428586,5250,2019-01-24,0,4546
22431522,7140,2019-01-18,0,8153
22432967,550,2019-01-17,0,7366
22433667,1890,2019-02-06,0,4341
22435063,1100,2019-02-06,0,8433
22435236,4040,2019-01-18,0,10197
22436261,1575,2019-02-08,0,7832
22437329,5355,2019-01-16,0,5031
22440582,315,2019-01-15,0,2562
22441124,10920,2019-01-30,0,10302
22441450,2260,2019-01-16,0,10914
22442630,1890,2019-01-18,0,6945
22442982,13020,2019-01-18,0,8875
22443389,1575,2019-02-05,0,10343
22444990,5565,2019-01-24,0,6606
22446461,13125,2019-01-31,0,5824
22450541,7140,2019-02-07,0,10659
22451179,2520,2019-01-18,0,8818
22451543,2205,2019-01-14,0,6117
22454490,790,2019-01-17,0,8394
22456413,315,2019-01-21,0,8193
22460049,1940,2019-01-22,0,7778
22460357,18375,2019-01-22,0,3739
22461600,9450,2019-01-31,0,9706
22462424,7455,2019-01-25,0,10433
22464186,3780,2019-01-31,0,8214
22465392,1470,2019-01-16,0,6225
22466089,3100,2019-01-31,0,3337
22467203,5460,2019-02-07,0,7648
22468043,7770,2019-01-16,0,8444
22469849,1310,2019-02-04,0,5470
22470590,10605,2019-02-04,0,9613
22472426,26145,2019-02-06,0,6986
22474394,5565,2019-01-30,0,7758
22475298,1890,2019-01-30,0,7778
22477235,4935,2019-01-21,0,4136
22478038,395,2019-01-15,0,5835
22478160,3100,2019-01-17,0,6437
22479432,4305,2019-02-01,0,7818
22480681,2680,2019-01-18,0,4406
22482286,2570,2019-02-04,0,10008
22484960,7455,2019-01-29,0,6601
22485416,1210,2019-01-15,0,5161
22485642,4410,2019-01-21,0,4217
22485969,2520,2019-01-22,0,6782
22486981,7665,2019-01-23,0,2506
22487888,1365,2019-01-30,0,4655
22488038,6195,2019-02-04,1,3360
22488110,7770,2019-01-29,0,7280
22488762,1940,2019-01-21,0,9753
22490046,8295,2019-02-06,0,5984
22493362,1155,2019-01-15,0,4544
22494236,4725,2019-01-30,0,5553
22498117,1365,2019-01-22,1,10541
22498910,1840,2019-01-30,0,4959
22500859,1940,2019-01-28,0,2544
22500958,6090,2019-02-06,0,6781
22502487,6615,2019-01-29,0,7513
22505692,1050,2019-01-30,0,7823
22508683,5460,2019-01-18,0,10320
22508727,7035,2019-01-31,0,4573
22509287,7770,2019-01-28,0,2280
22510762,1680,2019-02-07,0,9355
22511048,4780,2019-02-01,0,9644
22511063,5355,2019-01-14,0,4422
22511890,1420,2019-01-16,0,6264
22512419,7875,2019-02-06,0,4009
22516676,3620,2019-02-08,0,5898
22516808,890,2019-02-06,0,7863
22518702,6405,2019-01-18,0,3865
22519568,3675,2019-02-01,0,10503
22520546,2415,2019-02-07,0,2540
22522196,865,2019-01-14,0,9791
22523664,2310,2019-01-17,0,7415
22523729,1840,2019-01-25,0,3106
22524199,3150,2019-01-16,0,2532
22524525,7770,2019-01-16,0,3753
22525618,550,2019-02-08,0,4893
22527343,7875,2019-01-31,0,5791
22527515,2260,2019-02-01,0,3949
22528279,1785,2019-01-28,0,11219
22532737,3045,2019-02-07,0,5127
22533190,550,2019-02-07,0,9105
22533348,9240,2019-02-04,0,4189
22534190,3465,2019-02-05,0,5154
22534912,1840,2019-02-03,0,7366
22535710,5040,2019-02-04,0,8831
22535861,680,2019-01-18,0,7366
22536045,2205,2019-01-23,0,4005
22538933,2150,2019-01-21,0,10708
22541714,7035,2019-01-15,0,4684
22542826,3570,2019-02-08,0,9931
22543761,10500,2019-01-28,0,6945
22543988,1520,2019-02-06,0,10284
22547008,2520,2019-02-07,0,6531
22551150,1995,2019-01-18,0,10090
22552517,12810,2019-01-31,0,7199
22554202,8715,2019-02-06,0,5899
22554525,2050,2019-01-29,0,10162
22557349,790,2019-01-30,0,11091
22561714,2835,2019-01-16,0,2305
22563127,1050,2019-01-31,0,7109
22564353,14175,2019-01-24,0,2502
22567985,14700,2019-02-01,0,5898
22569033,13230,2019-02-04,0,9069
22569556,2890,2019-01-29,0,8649
22570249,3570,2019-01-29,0,3091
22570438,1260,2019-01-31,0,8945
22570668,4200,2019-02-06,0,7366
22574165,5775,2019-01-29,0,2369
22576396,17010,2019-01-25,0,7695
22577365,2680,2019-02-07,0,9167
22577883,9975,2019-01-15,0,10947
22579080,760,2019-01-23,0,5835
22579186,6510,2019-01-31,0,5493
22580652,6405,2019-01-14,0,10385
22583553,17430,2019-01-14,0,9287
22584441,1785,2019-01-14,0,5681
22585360,1310,2019-02-01,0,8216
22585675,580,2019-01-15,1,9545
22586043,5880,2019-01-28,0,8115
22586521,34650,2019-01-31,0,10467
22590188,3675,2019-01-28,0,8261
22590445,3360,2019-01-22,0,5668
22590653,4250,2019-01-29,0,6757
22595716,5985,2019-01-22,0,4563
22595827,4830,2019-01-14,0,7964
22596545,1155,2019-02-05,0,2818
22598029,1470,2019-01-22,0,7166
22598841,5775,2019-02-01,0,6726
22600592,2730,2019-01-23,0,8977
22602945,6090,2019-01-25,0,8753
22605362,6300,2019-02-04,0,9644
22605914,5250,2019-01-17,0,8742
22606594,1630,2019-01-30,0,4387
22608963,5040,2019-02-05,0,3699
22609347,5200,2019-01-15,0,9600
22609940,4990,2019-01-21,0,2586
22610526,1630,2019-01-17,0,4979
22615119,6090,2019-01-29,0,6727
22615546,2780,2019-01-28,0,8671
22615848,3100,2019-02-01,0,5911
22618384,11865,2019-01-18,0,9348
22618544,4460,2019-02-08,0,5386
22621926,1310,2019-01-25,0,8028
22622731,4040,2019-01-24,0,3850
22628685,2150,2019-01-25,0,3738
22628734,4935,2019-01-23,0,8433
22629170,4095,2019-02-05,0,10590
22631045,7980,2019-01-29,0,8639
22631205,3520,2019-02-06,0,6874
22632290,2100,2019-01-30,0,2733
22632599,2680,2019-01-18,0,9048
22633118,1310,2019-02-01,0,8596
22635634,1260,2019-01-22,0,7692
22636448,2520,2019-02-08,0,8014
22640363,2415,2019-01-31,0,2996
22642182,5985,2019-01-21,0,5786
22643408,6720,2019-01-14,0,5298
22647858,1155,2019-01-25,0,5018
22648064,2360,2019-02-06,0,6051
22649248,2205,2019-01-16,0,6117
22652524,1155,2019-01-17,0,7937
22656388,9450,2019-01-24,0,5904
22660043,2205,2019-01-16,0,10353
22661852,6825,2019-01-31,0,8910
22662909,6615,2019-02-06,0,11105
22664324,1890,2019-01-17,0,6717
22664481,2780,2019-01-22,0,8468
22668106,1575,2019-01-21,0,7699
22674436,2730,2019-02-06,0,7987
22674765,4830,2019-01-25,0,3734
22675282,4250,2019-01-17,0,3031
22675817,1575,2019-02-07,0,5111
22676101,4150,2019-01-22,0,4375
22676672,1680,2019-01-25,0,2781
22677579,2835,2019-01-30,0,10179
22677628,1630,2019-02-06,0,4277
22677962,16065,2019-02-01,0,3006
22678797,6510,2019-01-22,1,6482
22679758,9345,2019-01-25,0,10771
22679878,10395,2019-01-30,0,8153
22680739,340,2019-01-16,0,4491
22681270,6720,2019-01-24,0,9731
22682994,3045,2019-02-07,0,8816
22683092,10080,2019-02-01,0,6352
22685203,1260,2019-02-05,0,8356
22685633,2890,2019-02-04,0,3895
22687979,10605,2019-01-21,0,9623
22688157,7560,2019-02-07,0,5546
22688469,3675,2019-02-08,0,3587
22688611,2260,2019-01-29,0,5625
22689458,1995,2019-02-01,0,8963
22689713,2940,2019-01-28,0,2733
22693259,15015,2019-01-30,0,8698
22693627,10080,2019-02-04,0,7762
22694660,1840,2019-01-24,0,3390
22696236,680,2019-02-01,0,2391
22696392,1520,2019-01-18,0,11221
22696531,4200,2019-02-01,0,6709
22697473,1630,2019-01-15,0,3092
22698418,1995,2019-01-15,0,6303
22698797,3100,2019-01-21,0,2779
22699857,10290,2019-02-07,0,10779
22700301,1575,2019-02-04,0,5200
22700681,6300,2019-01-23,0,4899
22700826,710,2019-01-24,0,6111
22702368,2205,2019-02-06,0,8944
22702527,2990,2019-01-25,0,5743
22702828,20685,2019-01-24,0,6118
22703061,9765,2019-01-15,0,6367
22705960,1940,2019-02-01,0,5213
22706552,1630,2019-01-16,0,10804
22707689,5250,2019-01-28,0,7762
22707995,7245,2019-02-07,0,5674
22709311,12495,2019-02-07,0,6529
22709568,1420,2019-02-04,0,6532
22710150,1840,2019-02-06,0,3662
22710455,1680,2019-01-28,0,10593
22715326,550,2019-01-31,0,5825
22715754,3310,2019-01-23,0,5553
22717360,1630,2019-01-24,0,6191
22719607,6300,2019-01-31,0,7177
22720384,3100,2019-01-29,0,3893
22722640,3150,2019-01-22,0,4355
22722874,3940,2019-02-05,0,9263
22724729,3570,2019-02-01,0,5220
22724870,3830,2019-01-14,0,8057
22725601,2470,2019-01-15,0,3269
22730809,2890,2019-01-14,0,2423
22731027,1730,2019-01-29,0,2361
22731474,2260,2019-01-25,0,8617
22731945,4360,2019-01-28,0,6682
22734695,3200,2019-01-28,0,2772
22737579,8820,2019-01-21,0,6937
22741110,2520,2019-01-18,0,3524
22743269,9660,2019-02-01,1,10583
22744015,5775,2019-01-29,0,4680
22744808,3780,2019-02-01,0,2994
22745182,2625,2019-01-25,0,2302
22745855,1575,2019-01-24,0,10584
22747696,1995,2019-01-31,0,6391
22749863,14595,2019-01-29,0,9897
22750090,7455,2019-02-06,0,7575
22750556,12810,2019-02-04,0,8811
22752105,655,2019-01-25,0,2388
22752857,7245,2019-01-25,0,5668
22754389,5880,2019-02-08,0,3279
22754811,2520,2019-01-28,0,7628
22755931,1210,2019-02-01,0,2319
22758014,6300,2019-01-15,0,5368
22758522,2570,2019-01-14,0,4680
22762176,2835,2019-01-18,0,2404
22764060,8085,2019-01-25,2,3696
22764251,680,2019-01-29,0,7165
22765302,9135,2019-01-23,0,4971
22765482,3200,2019-01-29,0,10596
22765501,1050,2019-01-25,0,5162
22765507,4570,2019-02-06,0,2312
22765589,1470,2019-01-15,0,6371
22767271,10710,2019-01-14,0,5332
22767465,550,2019-02-06,0,10708
22768590,3200,2019-02-01,0,2399
22770754,3100,2019-01-15,0,2841
22776509,445,2019-02-04,0,3716
22777740,4200,2019-01-29,0,9764
22777837,1630,2019-01-22,0,10069
22781239,8085,2019-02-04,0,4074
22781385,2520,2019-01-24,0,10385
22783821,865,2019-01-23,0,2305
22784738,8820,2019-01-14,0,3148
22785054,3465,2019-01-17,1,5324
22786497,3360,2019-01-17,0,4925
22787942,710,2019-01-29,0,6310
22788804,1470,2019-01-14,1,8740
22789279,5355,2019-02-02,0,5260
22791774,525,2019-01-21,0,10696
22792070,3100,2019-01-21,0,6760
22793146,1210,2019-02-04,0,7806
22793986,17430,2019-01-24,0,8412
22794122,3255,2019-01-18,0,4211
22796523,3100,2019-01-21,0,2644
22796939,2150,2019-02-07,0,2264
22797323,4250,2019-01-18,0,2339
22797405,2260,2019-01-25,0,6327
22797515,5985,2019-01-25,0,4759
22800074,1210,2019-01-30,0,10230
22800784,7665,2019-01-17,0,6527
22801300,3255,2019-01-16,0,4542
22801557,4670,2019-01-14,0,10271
22804828,1210,2019-02-05,0,7026
22805407,5355,2019-01-30,0,6456
22808637,3150,2019-01-28,0,3922
22808714,17535,2019-01-28,0,5156
22813296,4305,2019-01-21,0,10157
22814018,2780,2019-01-17,1,5208
22814257,1995,2019-02-01,0,5872
22815835,1260,2019-01-18,0,7366
22816970,550,2019-01-23,0,7046
22817431,710,2019-02-07,0,2393
22817794,420,2019-02-04,0,8433
22817851,2205,2019-02-08,0,7304
22819019,2990,2019-02-07,0,9197
22822552,2520,2019-02-01,0,7351
22822746,13440,2019-02-05,0,4819
22824885,2625,2019-01-30,0,9894
22825043,8715,2019-01-21,0,2423
22825848,1100,2019-02-05,0,5191
22828001,815,2019-01-23,0,6326
22829019,1730,2019-01-24,0,2965
22830877,2260,2019-01-29,0,8596
22834316,525,2019-02-04,0,10843
22835353,5880,2019-01-24,0,10610
22835415,3200,2019-01-21,0,9167
22836566,1840,2019-01-31,0,6310
22836632,7770,2019-01-21,0,3312
22836746,4670,2019-01-17,0,2297
22838316,6405,2019-02-08,0,5354
22842155,1210,2019-01-24,0,10452
22842770,1365,2019-01-14,0,8289
22843194,5090,2019-01-31,0,5553
22844994,1840,2019-02-08,0,10092
22847308,2835,2019-01-23,1,5926
22848710,7875,2019-01-23,0,4889
22849621,12495,2019-01-22,0,3549
22850681,2470,2019-01-28,0,9402
22851227,6405,2019-02-05,0,6606
22852447,15330,2019-02-08,0,4979
22852917,2520,2019-01-25,0,4372
22854112,2050,2019-01-21,0,4103
22854626,11550,2019-01-16,0,2955
22855506,7770,2019-02-07,0,10055
22856153,11340,2019-01-14,0,5543
22857158,2780,2019-01-17,0,10466
22860253,1520,2019-02-01,0,6642
22861458,2360,2019-01-24,0,11060
22862063,5200,2019-01-21,0,4747
22862183,8820,2019-01-29,0,7454
22865811,9660,2019-02-07,0,6583
22866700,4200,2019-01-18,0,7806
22867179,1680,2019-02-05,0,5255
22867415,2310,2019-01-30,0,7849
22869389,1365,2019-02-08,0,9572
22870975,3885,2019-02-01,0,5857
22871275,1575,2019-01-21,0,3236
22871358,945,2019-01-15,1,7679
22872923,890,2019-01-24,0,11202
22873323,4670,2019-01-31,0,3050
22874390,2310,2019-01-29,0,3914
22874534,10395,2019-02-06,0,5624
22875526,9345,2019-02-08,0,3417
22877127,18375,2019-01-21,0,3104
22878213,6195,2019-01-14,0,11016
22879637,6195,2019-01-24,0,6136
22879654,2100,2019-01-31,0,10174
22879842,2470,2019-01-18,0,3014
22883716,3940,2019-01-30,0,8433
22884877,3570,2019-02-01,0,6078
22885427,1630,2019-02-08,1,10093
22886080,1520,2019-01-14,0,3092
22886205,2100,2019-01-21,0,3477
22886370,14910,2019-01-30,0,10703
22886440,17850,2019-02-08,0,5222
22889517,1310,2019-01-21,0,8007
22889663,3465,2019-01-29,0,10703
22890024,2205,2019-01-21,0,5187
22890457,1575,2019-01-31,0,9876
22895091,9345,2019-01-15,0,3180
22897404,1310,2019-01-31,0,7265
22898630,3410,2019-01-28,0,4980
22900908,16065,2019-01-15,0,3528
22901337,2940,2019-01-24,0,7691
22904965,2050,2019-01-21,0,9271
22905143,970,2019-01-23,0,4882
22906667,9765,2019-01-31,0,6682
22906931,2310,2019-01-31,0,7778
22909344,5040,2019-01-25,0,4802
22910569,2730,2019-01-14,0,6302
22910620,4515,2019-01-24,0,3296
22911263,8190,2019-01-21,0,5716
22911372,5565,2019-01-18,0,11060
22911777,4780,2019-01-31,0,8007
22911951,3100,2019-02-05,0,6337
22912233,3150,2019-01-23,0,7377
22912633,3360,2019-02-07,0,9644
22914725,815,2019-01-17,0,6913
22915875,4990,2019-01-23,0,6404
22916022,28610,2019-02-07,0,6876
22917636,3045,2019-01-21,0,8492
22919267,5460,2019-01-18,0,9636
22921291,5460,2019-01-29,0,8946
22921650,12075,2019-01-31,0,10181
22922537,4935,2019-02-07,0,7832
22924123,6300,2019-01-15,0,5260
22925602,1680,2019-02-08,0,6255
22926217,7770,2019-02-01,0,3856
22926301,9450,2019-02-08,0,4642
22928469,1420,2019-02-01,1,4658
22930300,1100,2019-02-05,0,7628
22930582,7770,2019-02-08,0,8143
22931455,2310,2019-01-24,0,9722
22932940,1310,2019-01-15,0,2479
22933906,4725,2019-01-31,0,10703
22934927,1155,2019-01-28,0,7921
22936986,735,2019-01-21,0,8463
22940272,9135,2019-01-28,0,7491
22940431,10500,2019-01-29,0,9042
22940983,7875,2019-01-30,0,5158
22941403,1420,2019-01-21,0,10235
22943589,2100,2019-01-22,0,8560
22944001,2310,2019-02-07,0,8483
22944215,22155,2019-02-05,0,4994
22946672,3940,2019-01-28,0,4884
22947151,3150,2019-01-15,0,7914
22949262,840,2019-01-22,0,2690
22949871,655,2019-01-14,0,3236
22950392,1840,2019-01-21,0,9057
22950712,2940,2019-02-05,0,4626
22951256,15120,2019-01-31,1,4636
22952851,4990,2019-02-07,0,9374
22953046,2205,2019-02-05,0,4941
22954070,3990,2019-01-16,0,11139
22955772,1100,2019-01-16,0,7823
22957098,4040,2019-01-15,0,7094
22957571,10815,2019-02-04,0,10659
22957645,1155,2019-01-16,0,5088
22957943,680,2019-01-15,0,6743
22959406,2100,2019-01-22,0,5829
22959638,5090,2019-02-01,1,5208
22960050,3465,2019-01-16,0,7004
22960311,6195,2019-02-07,0,6267
22960896,3100,2019-02-05,0,8926
22966778,1260,2019-02-07,0,8433
22967887,945,2019-01-17,0,7360
22968138,3045,2019-01-24,0,3584
22969645,5985,2019-01-18,0,3174
22970088,1785,2019-02-06,0,6219
22971669,5250,2019-01-16,0,8041
22972465,3990,2019-01-31,0,4212
22973427,1420,2019-02-06,0,7457
22973914,1940,2019-01-28,0,5849
22975170,1730,2019-02-05,0,6586
22976321,24780,2019-02-06,0,5346
22976449,1470,2019-01-23,0,8139
22977311,7140,2019-01-14,0,4073
22982768,1730,2019-02-08,0,5754
22983470,3780,2019-01-23,0,6972
22984745,7875,2019-01-23,0,3994
22988376,630,2019-01-16,0,5625
22989466,8505,2019-01-17,0,5800
22989501,2990,2019-01-15,0,2955
22989740,3520,2019-01-15,0,5824
22990726,4200,2019-01-16,0,9768
22991987,3730,2019-01-17,0,10647
22992847,4410,2019-01-21,0,3227
22994873,11025,2019-01-29,0,8041
22996412,3045,2019-01-14,0,4618
22998714,7035,2019-01-14,0,11206
22999315,5880,2019-02-05,0,7931
23000099,6930,2019-02-08,0,6314
23000370,12180,2019-01-21,0,10320
23001912,2780,2019-01-18,0,5440
23004504,3885,2019-01-28,0,4012
23004637,7980,2019-02-08,0,5966
23006180,9555,2019-01-28,0,4043
23008875,10605,2019-01-15,0,9857
23012699,4305,2019-02-07,0,5328
23012929,5250,2019-01-15,0,4207
23014017,6720,2019-02-06,0,9167
23016347,4200,2019-01-16,0,5542
23016512,1365,2019-01-30,0,10700
23018038,7035,2019-02-06,0,9167
23018383,3520,2019-01-29,0,7931
23018592,3940,2019-01-14,0,5436
23019224,680,2019-01-30,0,6586
23019229,7560,2019-02-04,0,9952
23020550,9660,2019-01-18,0,6260
23022801,3150,2019-02-07,0,8197
23023192,1630,2019-01-29,0,8799
23023362,10185,2019-01-21,0,3757
23023425,865,2019-02-06,0,4148
23023801,10605,2019-01-31,0,9374
23025065,1100,2019-01-16,0,5847
23027505,7665,2019-02-07,0,3161
23027889,4570,2019-01-18,0,2490
23028003,2625,2019-01-29,0,8433
23028245,525,2019-02-04,0,2878
23031543,3990,2019-01-18,0,11060
23032226,5565,2019-01-31,0,9495
23033856,1940,2019-01-22,0,4873
23037675,1210,2019-01-17,0,5835
23038847,2415,2019-01-17,0,10451
23039183,2520,2019-01-21,0,4867
23040346,2730,2019-01-24,0,4473
23041628,1050,2019-01-14,0,7338
23043122,2780,2019-02-04,0,8944
23043785,1470,2019-02-05,0,8540
23044461,5355,2019-01-18,0,3953
23044470,865,2019-01-28,0,6158
23044494,3520,2019-02-01,0,3958
23044737,8085,2019-01-21,0,5716
23045400,6930,2019-01-15,0,10443
23047452,5090,2019-01-25,1,10422
23049052,11865,2019-01-28,0,11010
23050197,4305,2019-02-06,0,3300
23052836,4410,2019-01-24,1,9255
23053107,3570,2019-02-04,0,7230
23053116,6615,2019-02-07,0,2802
23054207,7035,2019-01-31,0,8963
23056654,7455,2019-02-05,0,5328
23057522,5565,2019-01-25,0,8214
23058342,17220,2019-02-05,0,2537
23058584,11655,2019-01-18,0,6403
23059575,5250,2019-01-17,0,8583
23060976,2570,2019-01-23,0,3356
23061928,1310,2019-01-22,0,5507
23063928,3570,2019-01-23,0,7636
23064018,1680,2019-01-18,0,3534
23064253,1155,2019-01-15,0,6369
23066706,8085,2019-01-15,0,4904
23066860,4305,2019-02-05,0,9217
23072274,5460,2019-01-17,1,9541
23073164,8400,2019-01-24,0,4890
23073687,5090,2019-01-15,0,5836
23076226,8505,2019-01-14,0,7633
23076406,5460,2019-01-15,0,3623
23076985,3675,2019-02-08,0,6361
23077991,2890,2019-02-08,0,2779
23078851,5250,2019-01-28,0,7351
23079472,3730,2019-01-16,0,3006
23080254,9660,2019-02-05,0,3110
23085619,2835,2019-01-29,0,6880
23085923,1470,2019-01-17,0,4816
23086030,7245,2019-01-22,0,9467
23086318,710,2019-02-05,0,7812
23088397,1730,2019-01-23,0,7366
23088767,2940,2019-01-31,0,6879
23089449,5775,2019-01-24,0,6328
23090686,1940,2019-02-04,0,6727
23090977,1100,2019-01-14,0,4947
23091104,1940,2019-01-18,0,5391
23098932,3675,2019-01-24,0,5828
23100323,4460,2019-02-07,0,9673
23100878,1520,2019-01-21,0,3677
23100976,3570,2019-01-18,0,4164
23102619,2470,2019-01-18,0,2254
23105279,2100,2019-01-21,0,10635
23105341,2050,2019-02-05,0,4485
23107858,6720,2019-02-06,0,6437
23108112,6615,2019-02-04,0,8765
23108787,395,2019-01-18,0,4832
23109910,8400,2019-01-15,0,2893
23109937,9870,2019-01-22,0,2325
23111112,10815,2019-01-18,0,8931
23111464,3940,2019-01-15,0,2872
23111591,10815,2019-02-08,0,2949
23113610,1575,2019-01-14,0,4660
23114510,1260,2019-01-31,0,7366
23114611,12600,2019-02-04,0,8743
23115336,5775,2019-02-08,0,4927
23116147,3200,2019-01-28,1,6531
23117153,2205,2019-01-31,0,4461
23117242,6720,2019-01-22,0,7804
23117532,6195,2019-01-22,0,5898
23120203,5250,2019-01-22,1,7366
23120626,3045,2019-01-21,0,10070
23121097,3360,2019-02-06,1,6313
23124371,2990,2019-01-14,0,7993
23125138,1840,2019-01-16,0,6913
23125148,6195,2019-01-23,0,7778
23127233,1050,2019-01-28,0,7945
23127523,8295,2019-01-31,0,10858
23129089,7980,2019-01-14,0,4475
23130159,3730,2019-01-18,0,5294
23130837,1260,2019-01-15,0,2689
