"BUYER","BUYER_STATE","BUYER_COUNTRY"
3721,"FL","USA"
3722,"GT","GTM"
3723,"HI","USA"
3724,"BS","BHS"
3725,"CA","USA"
3726,"GT","GTM"
3727,"IA","USA"
3728,"NC","USA"
3730,"TX","USA"
3731,"ES","EST"
3732,"HN","HND"
3734,"JL","MEX"
3735,"GN","MEX"
3736,"CA","USA"
3737,"MN","USA"
3738,"IL","USA"
3739,"FL","USA"
3740,"DG","MEX"
3741,"VA","USA"
3742,"HN","HND"
3743,"FL","USA"
3744,"NJ","USA"
3746,"FL","USA"
3747,"CA","USA"
3748,"TN","USA"
3749,"JN","JOR"
3750,"AZ","USA"
3751,"FL","USA"
3752,"FL","USA"
3753,"FL","USA"
3754,"DF","MEX"
3755,"LY","LBY"
3756,"CT","USA"
3757,"OR","USA"
3758,"OH","USA"
3760,"CO","USA"
3762,"GE","GEO"
3763,"FL","USA"
3765,"CA","USA"
3766,"SC","USA"
3767,"CB","COL"
3768,"AL","USA"
3769,"GT","GTM"
3770,"GH","GHA"
3771,"MN","USA"
3772,"MI","USA"
3773,"CA","USA"
3774,"AZ","USA"
3775,"MT","USA"
3776,"MI","USA"
3777,"NG","NGA"
3779,"MD","USA"
3780,"CA","USA"
3781,"CA","USA"
3783,"CA","USA"
3785,"SN","MEX"
3786,"CA","USA"
3787,"GA","USA"
3788,"KY","USA"
3790,"IN","USA"
3791,"OH","USA"
3792,"UE","ARE"
3793,"AR","USA"
3794,"CO","USA"
3796,"IN","USA"
3797,"CH","MEX"
3798,"AR","USA"
3799,"CH","MEX"
3800,"CH","MEX"
3801,"AZ","USA"
3802,"NG","NGA"
3803,"PA","USA"
3804,"KY","USA"
3806,"AB","CAN"
3807,"MO","USA"
3808,"FL","USA"
3809,"LB","LBN"
3810,"CA","USA"
3811,"GT","GTM"
3812,"FL","USA"
3813,"FL","USA"
3814,"SV","SLV"
3815,"SD","USA"
3816,"JN","JOR"
3817,"CA","USA"
3818,"CO","USA"
3820,"CH","MEX"
3821,"HI","USA"
3822,"NG","NGA"
3823,"FL","USA"
3824,"MN","USA"
3825,"AB","CAN"
3826,"BJ","MEX"
3828,"IL","USA"
3829,"CA","USA"
3830,"MD","USA"
3832,"SV","SLV"
3833,"TX","USA"
3834,"MI","USA"
3836,"TX","USA"
3837,"CA","USA"
3838,"LY","LBY"
3839,"MN","USA"
3840,"FL","USA"
3841,"PL","POL"
3842,"GA","USA"
3843,"MN","USA"
3845,"FL","USA"
3846,"MI","USA"
3847,"BJ","MEX"
3848,"AZ","USA"
3849,"UE","ARE"
3850,"IL","USA"
3851,"CA","USA"
3852,"KY","USA"
3853,"GT","GTM"
3854,"FL","USA"
3855,"GH","GHA"
3856,"FL","USA"
3857,"MI","USA"
3858,"CT","USA"
3859,"AK","USA"
3860,"AL","USA"
3861,"CA","USA"
3863,"GT","GTM"
3865,"CA","USA"
3866,"UT","USA"
3867,"CA","USA"
3868,"CH","MEX"
3870,"MI","USA"
3872,"CT","USA"
3873,"AR","USA"
3874,"LA","USA"
3875,"AR","USA"
3876,"CO","USA"
3877,"FL","USA"
3878,"GA","USA"
3881,"IL","USA"
3882,"MO","USA"
3883,"NV","USA"
3884,"AR","USA"
3885,"AZ","USA"
3886,"AR","USA"
3888,"GT","GTM"
3889,"HN","HND"
3891,"MO","USA"
3892,"GT","GTM"
3893,"TX","USA"
3894,"NC","USA"
3895,"CA","USA"
3896,"WA","USA"
3897,"HN","HND"
3900,"MI","USA"
3901,"AZ","USA"
3903,"CA","USA"
3905,"NG","NGA"
3906,"SC","USA"
3907,"FL","USA"
3909,"GA","USA"
3910,"GA","USA"
3911,"GT","GTM"
3913,"CA","USA"
3914,"OK","USA"
3915,"CH","MEX"
3916,"IA","USA"
3917,"CR","CRI"
3918,"MS","USA"
3919,"PA","USA"
3921,"SC","USA"
3922,"GA","USA"
3924,"IA","USA"
3925,"NC","USA"
3926,"FL","USA"
3927,"MD","USA"
3928,"FL","USA"
3931,"HI","USA"
3932,"PA","USA"
3934,"GH","GHA"
3935,"OH","USA"
3936,"FL","USA"
3937,"AB","CAN"
3938,"TN","USA"
3939,"MI","USA"
3940,"FL","USA"
3941,"CH","MEX"
3942,"GA","USA"
3943,"AL","USA"
3944,"CO","USA"
3945,"FL","USA"
3946,"CO","USA"
3947,"CH","MEX"
3948,"MI","USA"
3949,"ID","USA"
3950,"AB","CAN"
3951,"GA","USA"
3952,"NY","USA"
3953,"CA","USA"
3954,"GA","USA"
3955,"AG","MEX"
3956,"NJ","USA"
3957,"CA","USA"
3958,"GT","GTM"
3959,"IN","USA"
3960,"NJ","USA"
3961,"NJ","USA"
3962,"SD","USA"
3964,"AL","USA"
3965,"IL","USA"
3966,"MI","USA"
3967,"KY","USA"
3968,"TM","MEX"
3969,"AR","USA"
3970,"GT","GTM"
3972,"CA","USA"
3973,"CA","USA"
3974,"AJ","AZB"
3975,"FL","USA"
3976,"IL","USA"
3978,"MN","USA"
3979,"AL","USA"
3980,"GT","GTM"
3981,"AB","CAN"
3984,"FL","USA"
3985,"CH","MEX"
3986,"AK","USA"
3987,"TX","USA"
3988,"CA","USA"
3989,"CA","USA"
3990,"NJ","USA"
3991,"AK","USA"
3992,"NJ","USA"
3993,"NJ","USA"
3994,"CO","USA"
3995,"NJ","USA"
3996,"FL","USA"
3997,"CT","USA"
3998,"NJ","USA"
3999,"NJ","USA"
4000,"NJ","USA"
4001,"GH","GHA"
4002,"MN","USA"
4003,"NJ","USA"
4005,"CA","USA"
4006,"JN","JOR"
4007,"MN","USA"
4008,"HN","HND"
4009,"FL","USA"
4010,"AB","CAN"
4011,"HN","HND"
4012,"CH","MEX"
4013,"GT","GTM"
4014,"CA","USA"
4015,"SC","USA"
4016,"AF","AFG"
4017,"MN","USA"
4019,"GA","USA"
4020,"MI","USA"
4021,"LY","LBY"
4022,"FL","USA"
4023,"CA","USA"
4025,"LY","LBY"
4026,"BE","BEN"
4028,"IN","USA"
4029,"GH","GHA"
4030,"SC","USA"
4031,"HN","HND"
4032,"ON","CAN"
4033,"CA","USA"
4034,"UT","USA"
4036,"AB","CAN"
4037,"HN","HND"
4038,"FL","USA"
4039,"SV","SLV"
4040,"SC","USA"
4042,"OH","USA"
4043,"TM","MEX"
4044,"TX","USA"
4045,"FL","USA"
4046,"GH","GHA"
4047,"CA","USA"
4048,"NG","NGA"
4049,"GA","USA"
4050,"GA","USA"
4051,"CH","MEX"
4053,"MN","USA"
4054,"PA","USA"
4055,"FL","USA"
4056,"IL","USA"
4057,"IN","USA"
4059,"BO","BOL"
4060,"FL","USA"
4061,"LA","USA"
4062,"CO","USA"
4063,"NC","USA"
4065,"GT","GTM"
4066,"HN","HND"
4067,"GT","GTM"
4069,"TX","USA"
4071,"NJ","USA"
4072,"CA","USA"
4073,"IA","USA"
4074,"CA","USA"
4075,"AZ","USA"
4076,"AL","USA"
4077,"BJ","MEX"
4078,"NG","NGA"
4079,"GA","USA"
4080,"CH","MEX"
4082,"AK","USA"
4083,"AL","USA"
4084,"CH","MEX"
4085,"CH","MEX"
4086,"MS","USA"
4087,"GT","GTM"
4088,"OR","USA"
4089,"KY","USA"
4090,"PA","USA"
4091,"MN","USA"
4092,"MS","USA"
4093,"NG","NGA"
4094,"CO","USA"
4095,"AL","USA"
4096,"FL","USA"
4097,"MD","USA"
4098,"CA","USA"
4099,"PA","USA"
4100,"BJ","MEX"
4101,"NC","USA"
4102,"CA","USA"
4103,"AB","CAN"
4104,"CA","USA"
4105,"GT","GTM"
4106,"BJ","MEX"
4107,"PA","USA"
4108,"MI","USA"
4109,"BJ","MEX"
4110,"HN","HND"
4113,"CA","USA"
4114,"BZ","BLZ"
4115,"GA","USA"
4116,"CA","USA"
4117,"UA","UKR"
4118,"MD","USA"
4119,"FL","USA"
4120,"TX","USA"
4121,"UE","ARE"
4122,"CH","MEX"
4123,"GE","GEO"
4124,"GE","GEO"
4128,"TN","USA"
4129,"FL","USA"
4130,"DE","USA"
4131,"GT","GTM"
4132,"AZ","USA"
4133,"ID","USA"
4136,"LB","LBN"
4138,"AR","USA"
4139,"HN","HND"
4140,"FL","USA"
4141,"FL","USA"
4142,"IN","USA"
4144,"TX","USA"
4145,"TM","MEX"
4146,"CA","USA"
4147,"BJ","MEX"
4148,"AR","USA"
4149,"TX","USA"
4150,"KY","USA"
4151,"NC","USA"
4152,"MN","USA"
4153,"HI","USA"
4154,"FL","USA"
4155,"AL","USA"
4156,"CM","MEX"
4157,"CA","USA"
4158,"FL","USA"
4159,"FL","USA"
4161,"BJ","MEX"
4162,"BE","BEN"
4163,"BS","BHS"
4164,"IN","USA"
4165,"FL","USA"
4166,"FL","USA"
4167,"CO","USA"
4168,"CA","USA"
4169,"TM","MEX"
4170,"GH","GHA"
4171,"GA","USA"
4173,"GE","GEO"
4174,"  ","   "
4175,"FL","USA"
4177,"GH","GHA"
4178,"CA","USA"
4179,"DE","USA"
4180,"IN","USA"
4181,"AZ","USA"
4182,"GH","GHA"
4183,"OH","USA"
4184,"IA","USA"
4185,"GE","GEO"
4186,"BS","BHS"
4187,"FL","USA"
4189,"AL","USA"
4190,"IA","USA"
4191,"CA","USA"
4192,"FL","USA"
4193,"FL","USA"
4194,"IN","USA"
4195,"CA","USA"
4197,"CH","MEX"
4198,"CA","USA"
4199,"HN","HND"
4200,"AL","USA"
4201,"DE","USA"
4202,"CO","USA"
4203,"NY","USA"
4204,"OH","USA"
4207,"HN","HND"
4208,"OH","USA"
4209,"FL","USA"
4210,"CA","USA"
4211,"FL","USA"
4212,"IN","USA"
4214,"CO","USA"
4215,"FL","USA"
4216,"HN","HND"
4217,"AZ","USA"
4218,"CH","MEX"
4219,"FL","USA"
4220,"AL","USA"
4221,"PA","USA"
4223,"AL","USA"
4225,"HN","HND"
4227,"MD","USA"
4228,"KY","USA"
4229,"TX","USA"
4230,"KY","USA"
4231,"CO","USA"
4232,"ZC","MEX"
4233,"UE","ARE"
4234,"PA","USA"
4236,"AR","USA"
4237,"AL","USA"
4238,"JN","JOR"
4240,"PA","USA"
4242,"TX","USA"
4243,"AR","USA"
4244,"NY","USA"
4245,"KY","USA"
4246,"CH","MEX"
4247,"CO","USA"
4248,"IA","USA"
4249,"IA","USA"
4250,"AZ","USA"
4251,"IA","USA"
4252,"  ","   "
4253,"  ","   "
4254,"IA","USA"
4256,"MN","USA"
4257,"GA","USA"
4258,"JL","MEX"
4259,"UA","UKR"
4260,"GT","GTM"
4261,"CH","MEX"
4262,"CA","USA"
4265,"CA","USA"
4266,"GH","GHA"
4267,"IL","USA"
4268,"SV","SLV"
4269,"SV","SLV"
4270,"GH","GHA"
4271,"PA","USA"
4272,"TX","USA"
4273,"IL","USA"
4274,"GT","GTM"
4275,"VG","VGB"
4276,"GT","GTM"
4277,"TM","MEX"
4278,"FL","USA"
4279,"KY","USA"
4281,"FL","USA"
4282,"GH","GHA"
4284,"CV","CIV"
4285,"NY","USA"
4286,"FL","USA"
4287,"IL","USA"
4288,"HN","HND"
4290,"AB","CAN"
4291,"FL","USA"
4292,"UT","USA"
4293,"MN","USA"
4294,"FL","USA"
4295,"GT","GTM"
4296,"NG","NGA"
4298,"FL","USA"
4299,"GA","USA"
4300,"OK","USA"
4301,"OR","USA"
4302,"NC","USA"
4303,"FL","USA"
4304,"AZ","USA"
4305,"FL","USA"
4306,"TX","USA"
4308,"FL","USA"
4309,"GH","GHA"
4310,"MI","USA"
4311,"UT","USA"
4312,"NY","USA"
4313,"FL","USA"
4314,"CA","USA"
4315,"GT","GTM"
4316,"MD","USA"
4318,"CA","USA"
4319,"GE","GEO"
4322,"CA","USA"
4323,"HN","HND"
4324,"CA","USA"
4325,"HN","HND"
4326,"OH","USA"
4327,"KY","USA"
4328,"SC","USA"
4329,"MT","USA"
4330,"MD","USA"
4331,"MI","USA"
4332,"FL","USA"
4333,"LY","LBY"
4334,"TM","MEX"
4335,"TX","USA"
4336,"AL","USA"
4337,"FL","USA"
4338,"AB","CAN"
4339,"FL","USA"
4340,"PL","POL"
4341,"FL","USA"
4342,"JL","MEX"
4343,"BS","BHS"
4344,"AR","USA"
4345,"CH","MEX"
4347,"GT","GTM"
4348,"MO","USA"
4349,"NJ","USA"
4350,"HN","HND"
4351,"BS","BHS"
4352,"CA","USA"
4353,"NJ","USA"
4354,"IQ","IRQ"
4355,"CH","MEX"
4356,"NJ","USA"
4357,"FL","USA"
4358,"CA","USA"
4359,"CA","USA"
4360,"CA","USA"
4361,"PA","USA"
4362,"NJ","USA"
4363,"FL","USA"
4364,"PL","POL"
4365,"CA","USA"
4366,"PL","POL"
4367,"GT","GTM"
4368,"NG","NGA"
4370,"PA","USA"
4371,"OK","USA"
4372,"FL","USA"
4373,"AB","CAN"
4374,"BS","BHS"
4375,"FL","USA"
4377,"NG","NGA"
4378,"AG","MEX"
4379,"NC","USA"
4380,"NG","NGA"
4381,"  ","   "
4382,"MI","USA"
4384,"IL","USA"
4386,"CO","USA"
4387,"NC","USA"
4388,"ID","USA"
4389,"CA","USA"
4390,"CT","USA"
4391,"AR","USA"
4392,"CA","USA"
4393,"MO","USA"
4394,"PL","POL"
4395,"SC","USA"
4396,"CH","MEX"
4397,"CA","USA"
4400,"OH","USA"
4401,"FL","USA"
4402,"GT","GTM"
4403,"GT","GTM"
4404,"NV","USA"
4405,"NG","NGA"
4406,"FL","USA"
4407,"BJ","MEX"
4408,"ID","USA"
4409,"CH","MEX"
4410,"SN","MEX"
4412,"NJ","USA"
4413,"ND","USA"
4414,"FL","USA"
4415,"CA","USA"
4417,"CT","USA"
4419,"NC","USA"
4420,"MD","USA"
4421,"IL","USA"
4422,"AK","USA"
4425,"IQ","IRQ"
4426,"NE","USA"
4427,"AL","USA"
4428,"CA","USA"
4429,"FL","USA"
4430,"IN","USA"
4431,"BC","CAN"
4432,"CH","MEX"
4433,"GA","USA"
4434,"CA","USA"
4435,"FL","USA"
4436,"IA","USA"
4437,"GT","GTM"
4438,"KS","USA"
4439,"TM","MEX"
4440,"CH","MEX"
4441,"DC","USA"
4442,"AZ","USA"
4443,"CH","MEX"
4444,"NV","USA"
4445,"TX","USA"
4446,"CR","CRI"
4447,"CA","USA"
4449,"HN","HND"
4451,"GT","GTM"
4452,"AL","USA"
4453,"GA","USA"
4454,"IL","USA"
4455,"NG","NGA"
4456,"KY","USA"
4457,"MI","USA"
4458,"FL","USA"
4459,"MI","USA"
4461,"MN","USA"
4462,"CO","USA"
4464,"IL","USA"
4465,"TX","USA"
4466,"TX","USA"
4467,"TX","USA"
4468,"CH","MEX"
4469,"AG","MEX"
4470,"FL","USA"
4471,"GT","GTM"
4472,"AR","USA"
4473,"NE","USA"
4474,"AL","USA"
4475,"IL","USA"
4476,"AK","USA"
4477,"MI","USA"
4479,"GH","GHA"
4481,"MI","USA"
4482,"SC","USA"
4484,"LA","USA"
4485,"GA","USA"
4486,"HN","HND"
4487,"FL","USA"
4489,"MD","USA"
4490,"MO","USA"
4491,"PA","USA"
4492,"NV","USA"
4494,"ON","CAN"
4495,"CH","MEX"
4497,"TM","MEX"
4498,"TX","USA"
4499,"GH","GHA"
4501,"ID","USA"
4502,"CH","MEX"
4503,"CA","USA"
4504,"NG","NGA"
4505,"HN","HND"
4506,"NY","USA"
4508,"CH","MEX"
4509,"GT","GTM"
4511,"BE","BEN"
4512,"GA","USA"
4513,"GE","GEO"
4514,"OR","USA"
4515,"IN","USA"
4517,"GT","GTM"
4518,"IL","USA"
4520,"TX","USA"
4521,"GA","USA"
4522,"HN","HND"
4523,"NC","USA"
4524,"AR","USA"
4525,"AR","USA"
4526,"CA","USA"
4527,"GA","USA"
4528,"IL","USA"
4531,"CH","MEX"
4532,"LA","USA"
4533,"CA","USA"
4534,"IL","USA"
4535,"IA","USA"
4536,"CA","USA"
4538,"MI","USA"
4539,"CA","USA"
4540,"ND","USA"
4541,"MI","USA"
4542,"SV","SLV"
4544,"CA","USA"
4545,"NC","USA"
4546,"NJ","USA"
4548,"NM","USA"
4549,"FL","USA"
4550,"PN","PAN"
4551,"FL","USA"
4552,"TN","USA"
4553,"FL","USA"
4555,"AZ","USA"
4556,"SN","MEX"
4557,"IN","USA"
4558,"FL","USA"
4562,"QC","CAN"
4563,"NG","NGA"
4564,"GA","USA"
4565,"IL","USA"
4566,"IL","USA"
4567,"CA","USA"
4568,"SC","USA"
4569,"OH","USA"
4570,"FL","USA"
4571,"AL","USA"
4572,"MO","USA"
4573,"NJ","USA"
4574,"ID","USA"
4575,"FL","USA"
4576,"ID","USA"
4578,"AL","USA"
4579,"GH","GHA"
4581,"OR","USA"
4582,"HN","HND"
4583,"CA","USA"
4584,"CO","USA"
4585,"NC","USA"
4587,"NC","USA"
4588,"CH","MEX"
4589,"GH","GHA"
4590,"CA","USA"
4591,"CR","CRI"
4592,"CA","USA"
4593,"CA","USA"
4594,"NV","USA"
4595,"GT","GTM"
4596,"FL","USA"
4597,"FL","USA"
4598,"CH","MEX"
4599,"SV","SLV"
4600,"GT","GTM"
4601,"MI","USA"
4604,"NJ","USA"
4605,"NY","USA"
4608,"GH","GHA"
4609,"CA","USA"
4610,"GH","GHA"
4611,"MN","USA"
4612,"CC","CUR"
4613,"SN","MEX"
4614,"WA","USA"
4615,"CA","USA"
4616,"NJ","USA"
4617,"CA","USA"
4618,"GA","USA"
4619,"NY","USA"
4620,"MO","USA"
4621,"IN","USA"
4622,"AZ","USA"
4623,"GT","GTM"
4624,"HN","HND"
4625,"OX","MEX"
4626,"AR","USA"
4627,"GT","GTM"
4628,"FL","USA"
4630,"DE","USA"
4631,"KY","USA"
4632,"MI","USA"
4633,"CA","USA"
4635,"NY","USA"
4636,"CA","USA"
4637,"NH","USA"
4638,"MO","USA"
4639,"IL","USA"
4640,"IN","USA"
4641,"IN","USA"
4642,"AL","USA"
4643,"PA","USA"
4644,"ND","USA"
4646,"HN","HND"
4647,"MO","USA"
4649,"FL","USA"
4650,"NG","NGA"
4652,"IL","USA"
4653,"BZ","BLZ"
4654,"HN","HND"
4655,"GT","GTM"
4656,"AL","USA"
4657,"KY","USA"
4658,"TX","USA"
4659,"BC","CAN"
4660,"CO","USA"
4662,"GT","GTM"
4664,"MS","USA"
4665,"FL","USA"
4666,"UE","ARE"
4667,"HN","HND"
4669,"CH","MEX"
4671,"CA","USA"
4672,"CR","CRI"
4673,"TM","MEX"
4676,"AF","AFG"
4677,"HN","HND"
4678,"HN","HND"
4680,"CA","USA"
4681,"CA","USA"
4682,"FL","USA"
4683,"KY","USA"
4684,"CA","USA"
4685,"SD","USA"
4686,"GA","USA"
4687,"BJ","MEX"
4688,"TM","MEX"
4689,"TM","MEX"
4690,"IN","USA"
4691,"CO","USA"
4692,"  ","   "
4693,"TX","USA"
4694,"OR","USA"
4695,"AR","USA"
4697,"GT","GTM"
4698,"TM","MEX"
4699,"PA","USA"
4700,"FL","USA"
4702,"FL","USA"
4703,"LY","LBY"
4704,"IL","USA"
4705,"TN","USA"
4706,"NG","NGA"
4707,"AL","USA"
4708,"IL","USA"
4709,"GT","GTM"
4710,"GT","GTM"
4711,"GH","GHA"
4712,"AL","USA"
4713,"OR","USA"
4714,"AB","CAN"
4715,"IL","USA"
4716,"IL","USA"
4717,"FL","USA"
4726,"CH","MEX"
4727,"BJ","MEX"
4728,"GE","GEO"
4729,"FL","USA"
4731,"IL","USA"
4733,"CA","USA"
4734,"TX","USA"
4736,"CA","USA"
4737,"GT","GTM"
4740,"MD","USA"
4742,"NJ","USA"
4743,"FL","USA"
4744,"CH","MEX"
4745,"CA","USA"
4746,"TX","USA"
4747,"OR","USA"
4748,"NY","USA"
4749,"FL","USA"
4750,"CA","USA"
4751,"FL","USA"
4753,"FL","USA"
4754,"FL","USA"
4755,"FL","USA"
4756,"FL","USA"
4757,"TM","MEX"
4758,"OH","USA"
4759,"AF","AFG"
4762,"AF","AFG"
4763,"  ","   "
4764,"FL","USA"
4765,"PL","POL"
4766,"IN","USA"
4767,"MN","USA"
4768,"FL","USA"
4769,"NC","USA"
4771,"SC","USA"
4773,"FL","USA"
4774,"FL","USA"
4775,"CH","MEX"
4776,"GE","GEO"
4777,"GE","GEO"
4778,"SN","MEX"
4781,"CA","USA"
4783,"GA","USA"
4784,"TX","USA"
4785,"MO","USA"
4786,"CH","MEX"
4787,"OH","USA"
4788,"GT","GTM"
4789,"TX","USA"
4790,"IQ","IRQ"
4791,"MN","USA"
4792,"TX","USA"
4793,"OK","USA"
4796,"NG","NGA"
4797,"FL","USA"
4798,"GE","GEO"
4799,"KS","USA"
4800,"GT","GTM"
4801,"IL","USA"
4802,"NY","USA"
4803,"IN","USA"
4804,"GT","GTM"
4805,"CZ","MEX"
4806,"NE","USA"
4807,"FL","USA"
4808,"TM","MEX"
4811,"NY","USA"
4812,"IL","USA"
4813,"FL","USA"
4814,"OK","USA"
4815,"OK","USA"
4816,"OK","USA"
4817,"IL","USA"
4818,"FL","USA"
4819,"FL","USA"
4820,"OK","USA"
4821,"OH","USA"
4822,"GE","GEO"
4825,"CH","MEX"
4826,"CA","USA"
4827,"MN","USA"
4828,"GT","GTM"
4829,"MO","USA"
4830,"FL","USA"
4832,"CM","MEX"
4833,"NG","NGA"
4834,"NG","NGA"
4835,"SV","SLV"
4836,"CA","USA"
4838,"AZ","USA"
4839,"CH","MEX"
4840,"JN","JOR"
4841,"OK","USA"
4842,"IN","USA"
4843,"FL","USA"
4844,"CZ","MEX"
4846,"NM","USA"
4847,"NY","USA"
4849,"MS","USA"
4850,"CA","USA"
4851,"IN","USA"
4853,"KS","USA"
4855,"TX","USA"
4856,"OK","USA"
4858,"HN","HND"
4859,"OK","USA"
4862,"MN","USA"
4863,"BE","BEN"
4864,"BJ","MEX"
4865,"NG","NGA"
4866,"MO","USA"
4867,"CH","MEX"
4868,"DO","DOM"
4869,"MO","USA"
4870,"GT","GTM"
4871,"FL","USA"
4872,"FL","USA"
4873,"MO","USA"
4874,"MI","USA"
4875,"CA","USA"
4876,"UA","UKR"
4878,"HN","HND"
4879,"FL","USA"
4880,"AR","USA"
4881,"IN","USA"
4882,"FL","USA"
4883,"TX","USA"
4884,"CO","USA"
4885,"ID","USA"
4886,"MO","USA"
4887,"FL","USA"
4888,"FL","USA"
4889,"CA","USA"
4890,"LB","LBN"
4891,"GT","GTM"
4892,"CA","USA"
4893,"MO","USA"
4896,"FL","USA"
4897,"PN","PAN"
4898,"FL","USA"
4899,"NJ","USA"
4900,"GT","GTM"
4901,"BZ","BLZ"
4902,"FL","USA"
4903,"CA","USA"
4904,"AZ","USA"
4905,"GA","USA"
4906,"MN","USA"
4907,"AL","USA"
4908,"HN","HND"
4909,"MN","USA"
4911,"NC","USA"
4912,"CH","MEX"
4913,"TN","USA"
4915,"AR","USA"
4916,"AZ","USA"
4918,"CA","USA"
4919,"CA","USA"
4922,"FL","USA"
4923,"HN","HND"
4924,"GH","GHA"
4925,"CH","MEX"
4926,"WA","USA"
4927,"FL","USA"
4928,"GT","GTM"
4930,"NV","USA"
4931,"SV","SLV"
4932,"DG","MEX"
4934,"CH","MEX"
4935,"PA","USA"
4937,"MS","USA"
4938,"CA","USA"
4939,"GT","GTM"
4940,"GT","GTM"
4941,"BJ","MEX"
4942,"MD","USA"
4944,"FL","USA"
4945,"OR","USA"
4947,"PA","USA"
4949,"TX","USA"
4950,"NI","NIC"
4951,"TM","MEX"
4952,"IN","USA"
4953,"TN","USA"
4954,"AZ","USA"
4955,"NG","NGA"
4956,"CH","MEX"
4957,"GT","GTM"
4958,"AZ","USA"
4959,"JN","JOR"
4960,"TM","MEX"
4961,"CA","USA"
4962,"TX","USA"
4963,"MI","USA"
4969,"CT","USA"
4970,"CH","MEX"
4971,"FL","USA"
4972,"AR","USA"
4973,"FL","USA"
4974,"CH","MEX"
4975,"GT","GTM"
4976,"FL","USA"
4977,"MA","USA"
4978,"IN","USA"
4979,"GT","GTM"
4980,"SV","SLV"
4981,"TX","USA"
4982,"FL","USA"
4983,"CH","MEX"
4985,"IL","USA"
4986,"GA","USA"
4989,"NH","USA"
4990,"AZ","USA"
4991,"CO","USA"
4992,"AB","CAN"
4993,"NG","NGA"
4994,"AB","CAN"
4995,"CA","USA"
4996,"CA","USA"
4997,"LA","USA"
4998,"IN","USA"
4999,"BJ","MEX"
5000,"CA","USA"
5001,"PA","USA"
5002,"TM","MEX"
5003,"LA","USA"
5005,"CA","USA"
5006,"CA","USA"
5007,"FL","USA"
5008,"MN","USA"
5009,"CO","USA"
5010,"AR","USA"
5011,"FL","USA"
5012,"CO","USA"
5014,"MO","USA"
5015,"IL","USA"
5016,"IL","USA"
5018,"CA","USA"
5020,"ZC","MEX"
5021,"OM","OMN"
5022,"FL","USA"
5023,"TX","USA"
5024,"AB","CAN"
5025,"LB","LBN"
5026,"FL","USA"
5028,"GT","GTM"
5029,"IN","USA"
5031,"AR","USA"
5032,"KS","USA"
5033,"GT","GTM"
5034,"FL","USA"
5035,"SV","SLV"
5036,"NE","USA"
5037,"AZ","USA"
5038,"CH","MEX"
5039,"TX","USA"
5040,"FL","USA"
5042,"AL","USA"
5044,"SC","USA"
5045,"FL","USA"
5046,"FL","USA"
5050,"GT","GTM"
5051,"CH","MEX"
5052,"KO","KOR"
5053,"BZ","BLZ"
5054,"IA","USA"
5055,"GT","GTM"
5056,"IL","USA"
5057,"SC","USA"
5058,"ON","CAN"
5059,"MO","USA"
5060,"FL","USA"
5061,"BJ","MEX"
5062,"CA","USA"
5063,"CH","MEX"
5064,"DE","USA"
5065,"AZ","USA"
5068,"TX","USA"
5069,"FL","USA"
5071,"CT","USA"
5072,"FL","USA"
5073,"SC","USA"
5074,"CH","MEX"
5075,"FL","USA"
5076,"PA","USA"
5077,"KY","USA"
5079,"ON","CAN"
5081,"NC","USA"
5082,"PA","USA"
5084,"AL","USA"
5085,"HN","HND"
5086,"HN","HND"
5087,"CA","USA"
5088,"NG","NGA"
5089,"QC","CAN"
5091,"FL","USA"
5092,"AZ","USA"
5093,"CA","USA"
5096,"GT","GTM"
5097,"KY","USA"
5098,"CO","USA"
5100,"TX","USA"
5101,"MI","USA"
5103,"CA","USA"
5104,"MI","USA"
5105,"MI","USA"
5106,"KS","USA"
5107,"NY","USA"
5108,"MI","USA"
5109,"OH","USA"
5110,"CR","CRI"
5111,"GT","GTM"
5112,"IN","USA"
5113,"MI","USA"
5114,"GE","GEO"
5115,"GH","GHA"
5116,"OR","USA"
5117,"IL","USA"
5119,"PA","USA"
5120,"OH","USA"
5121,"AK","USA"
5122,"AR","USA"
5123,"NE","USA"
5124,"MI","USA"
5126,"CO","USA"
5127,"GT","GTM"
5128,"SV","SLV"
5129,"FL","USA"
5130,"TX","USA"
5131,"BS","BHS"
5132,"CA","USA"
5133,"NY","USA"
5134,"  ","   "
5135,"MC","MEX"
5136,"AZ","USA"
5137,"NG","NGA"
5138,"DC","USA"
5139,"TN","USA"
5141,"NV","USA"
5142,"AM","ARM"
5143,"AB","CAN"
5145,"DE","USA"
5146,"GT","GTM"
5147,"GE","GEO"
5148,"CA","USA"
5149,"BJ","MEX"
5151,"MI","USA"
5153,"NG","NGA"
5154,"CO","USA"
5155,"GT","GTM"
5156,"GE","GEO"
5157,"FL","USA"
5158,"FL","USA"
5159,"CR","CRI"
5160,"CH","MEX"
5161,"IN","USA"
5162,"CH","MEX"
5163,"CH","MEX"
5164,"FL","USA"
5165,"GT","GTM"
5167,"CA","USA"
5168,"GT","GTM"
5169,"FL","USA"
5170,"AK","USA"
5171,"HN","HND"
5174,"GA","USA"
5176,"TX","USA"
5178,"AK","USA"
5179,"NM","USA"
5180,"AL","USA"
5181,"IN","USA"
5182,"CA","USA"
5183,"CA","USA"
5184,"NC","USA"
5185,"AR","USA"
5186,"AL","USA"
5187,"KY","USA"
5188,"YE","YEM"
