"ID","AUCTION_DATE","BID_GROUP","num_bids"
94342090,2019-01-23,"automated",23
94342090,2019-01-23,"live",3
40541209,2019-02-06,"automated",43
40541209,2019-02-06,"live",11
26162488,2019-01-14,"automated",27
26162488,2019-01-14,"live",5
16330484,2019-01-18,"automated",7
16330484,2019-01-18,"live",5
11333960,2019-02-08,"automated",10
11333960,2019-02-08,"live",5
44767151,2019-01-29,"automated",17
44767151,2019-01-29,"live",2
71858794,2019-01-15,"automated",23
71858794,2019-01-15,"live",6
71551221,2019-02-05,"automated",35
71551221,2019-02-05,"live",13
78314698,2019-02-01,"automated",10
78314698,2019-02-01,"live",20
61126650,2019-01-22,"automated",18
61126650,2019-01-22,"live",24
36212019,2019-01-15,"automated",23
36212019,2019-01-15,"live",31
54133677,2019-01-24,"automated",19
54133677,2019-01-24,"live",13
95625833,2019-01-18,"automated",40
95625833,2019-01-18,"live",27
46210350,2019-01-14,"automated",13
46210350,2019-01-14,"live",19
32074943,2019-01-15,"automated",8
32074943,2019-01-15,"live",8
39481566,2019-01-17,"automated",38
39481566,2019-01-17,"live",34
92336208,2019-01-22,"automated",17
92336208,2019-01-22,"live",5
36254002,2019-02-06,"automated",57
36254002,2019-02-06,"live",20
38571629,2019-01-17,"automated",11
38571629,2019-01-17,"live",37
88353291,2019-01-16,"automated",13
87314222,2019-01-15,"automated",64
74048526,2019-01-31,"automated",24
74048526,2019-01-31,"live",7
32607973,2019-02-08,"automated",7
32607973,2019-02-08,"live",23
95252116,2019-01-22,"automated",17
95252116,2019-01-22,"live",1
35454837,2019-01-18,"automated",19
35454837,2019-01-18,"live",12
85668674,2019-01-22,"automated",5
85668674,2019-01-22,"live",3
95269004,2019-02-07,"automated",47
54462578,2019-01-15,"automated",31
54462578,2019-01-15,"live",13
89467567,2019-01-22,"automated",25
89467567,2019-01-22,"live",12
57522415,2019-01-15,"automated",33
57522415,2019-01-15,"live",22
30581342,2019-02-06,"automated",8
30581342,2019-02-06,"live",2
88523976,2019-01-15,"automated",34
88523976,2019-01-15,"live",5
93465864,2019-01-22,"automated",15
93465864,2019-01-22,"live",1
67413348,2019-01-14,"automated",50
67413348,2019-01-14,"live",43
33845246,2019-01-14,"automated",14
97026305,2019-02-06,"automated",10
97026305,2019-02-06,"live",2
55105286,2019-01-25,"automated",45
55105286,2019-01-25,"live",8
16504955,2019-01-18,"automated",14
46484647,2019-02-04,"automated",15
46484647,2019-02-04,"live",5
47120809,2019-01-24,"automated",9
47120809,2019-01-24,"live",3
87607821,2019-01-14,"automated",53
87607821,2019-01-14,"live",7
12706681,2019-01-21,"automated",12
12706681,2019-01-21,"live",16
50986249,2019-01-23,"automated",28
50986249,2019-01-23,"live",8
44229652,2019-01-24,"automated",9
44229652,2019-01-24,"live",2
67947696,2019-01-16,"automated",40
35849763,2019-01-17,"automated",46
35849763,2019-01-17,"live",3
59541920,2019-01-29,"automated",27
59541920,2019-01-29,"live",12
11288992,2019-01-14,"automated",4
11288992,2019-01-14,"live",18
55837837,2019-01-17,"automated",3
55837837,2019-01-17,"live",18
44268451,2019-02-07,"automated",27
44268451,2019-02-07,"live",12
16490478,2019-01-14,"automated",21
16490478,2019-01-14,"live",10
11453489,2019-01-22,"automated",20
11453489,2019-01-22,"live",1
51397210,2019-01-21,"live",14
51397210,2019-01-21,"automated",8
27506370,2019-01-16,"automated",31
27506370,2019-01-16,"live",18
30944744,2019-01-31,"automated",14
30944744,2019-01-31,"live",16
53171526,2019-01-25,"automated",34
53171526,2019-01-25,"live",13
46414744,2019-02-05,"automated",47
46414744,2019-02-05,"live",8
61819863,2019-01-14,"automated",29
61819863,2019-01-14,"live",3
75167389,2019-01-22,"automated",30
75167389,2019-01-22,"live",3
86782106,2019-01-16,"automated",63
80139700,2019-02-07,"live",10
80139700,2019-02-07,"automated",17
72090608,2019-01-30,"automated",9
72090608,2019-01-30,"live",6
33439800,2019-01-25,"automated",42
33439800,2019-01-25,"live",2
44539242,2019-01-15,"automated",4
44539242,2019-01-15,"live",23
20052641,2019-01-24,"automated",26
20052641,2019-01-24,"live",5
21529889,2019-01-21,"automated",15
21529889,2019-01-21,"live",7
89697866,2019-02-01,"automated",36
89697866,2019-02-01,"live",4
90936841,2019-01-23,"automated",19
20175880,2019-01-18,"automated",42
20175880,2019-01-18,"live",3
72551423,2019-01-29,"automated",42
72551423,2019-01-29,"live",8
50543316,2019-01-15,"automated",28
50543316,2019-01-15,"live",21
85053739,2019-02-06,"automated",7
85053739,2019-02-06,"live",7
36327796,2019-02-07,"live",2
36327796,2019-02-07,"automated",5
22911372,2019-01-18,"automated",16
22911372,2019-01-18,"live",1
88630014,2019-01-18,"automated",11
88630014,2019-01-18,"live",15
83428899,2019-01-17,"automated",20
83428899,2019-01-17,"live",26
97282104,2019-01-31,"automated",57
50223349,2019-01-14,"automated",11
50223349,2019-01-14,"live",5
72092419,2019-01-24,"automated",12
72092419,2019-01-24,"live",22
81816629,2019-02-04,"automated",43
81816629,2019-02-04,"live",13
62737966,2019-01-15,"automated",10
62737966,2019-01-15,"live",11
87923499,2019-01-16,"live",13
87923499,2019-01-16,"automated",14
93858945,2019-01-28,"automated",13
93858945,2019-01-28,"live",14
32941839,2019-02-04,"automated",7
32941839,2019-02-04,"live",5
57500961,2019-01-14,"automated",14
57500961,2019-01-14,"live",40
92785396,2019-01-17,"automated",2
92785396,2019-01-17,"live",33
30145853,2019-01-22,"automated",15
30145853,2019-01-22,"live",1
92793670,2019-01-14,"automated",18
92793670,2019-01-14,"live",16
64141183,2019-02-05,"automated",12
64141183,2019-02-05,"live",11
96973974,2019-01-17,"automated",52
96973974,2019-01-17,"live",2
35238068,2019-01-22,"live",38
35238068,2019-01-22,"automated",35
44594823,2019-01-11,"automated",7
44594823,2019-01-11,"live",3
81663808,2019-01-24,"automated",17
81663808,2019-01-24,"live",6
75193021,2019-01-14,"automated",11
75193021,2019-01-14,"live",8
22871358,2019-01-15,"automated",1
22871358,2019-01-15,"live",32
85631766,2019-01-14,"automated",31
85631766,2019-01-14,"live",10
89519103,2019-01-29,"automated",13
89519103,2019-01-29,"live",58
70229922,2019-01-28,"automated",14
70229922,2019-01-28,"live",7
88155180,2019-02-04,"automated",4
88155180,2019-02-04,"live",32
43320580,2019-01-15,"automated",13
43320580,2019-01-15,"live",12
90667664,2019-01-17,"automated",27
90667664,2019-01-17,"live",14
59324166,2019-01-14,"automated",42
59324166,2019-01-14,"live",10
35597624,2019-01-15,"automated",14
35597624,2019-01-15,"live",19
36839136,2019-01-16,"automated",13
31638428,2019-01-14,"automated",7
31638428,2019-01-14,"live",1
14691654,2019-01-17,"automated",2
14691654,2019-01-17,"live",2
90514160,2019-01-15,"automated",26
90514160,2019-01-15,"live",25
99147281,2019-01-25,"automated",17
99147281,2019-01-25,"live",3
41528610,2019-02-05,"automated",5
41528610,2019-02-05,"live",5
68053632,2019-01-23,"automated",4
68053632,2019-01-23,"live",1
86505071,2019-01-23,"live",11
86505071,2019-01-23,"automated",26
81893711,2019-02-05,"automated",35
81893711,2019-02-05,"live",11
32615955,2019-02-08,"automated",18
32615955,2019-02-08,"live",9
88872325,2019-01-15,"automated",34
10640421,2019-02-08,"automated",43
10640421,2019-02-08,"live",3
34984804,2019-01-30,"automated",41
34984804,2019-01-30,"live",10
36689933,2019-02-07,"automated",27
17052070,2019-01-15,"automated",22
17052070,2019-01-15,"live",21
80914110,2019-01-30,"automated",9
80914110,2019-01-30,"live",14
76852791,2019-01-11,"automated",16
76852791,2019-01-11,"live",15
92731258,2019-02-04,"automated",11
92731258,2019-02-04,"live",1
27504466,2019-01-22,"live",41
27504466,2019-01-22,"automated",31
49842571,2019-01-15,"automated",29
49842571,2019-01-15,"live",3
54261733,2019-01-15,"automated",4
54261733,2019-01-15,"live",1
53624458,2019-01-11,"automated",76
53624458,2019-01-11,"live",1
34978881,2019-01-15,"automated",15
34978881,2019-01-15,"live",4
65083094,2019-01-18,"automated",37
65083094,2019-01-18,"live",20
95125582,2019-01-17,"automated",36
95125582,2019-01-17,"live",19
50421294,2019-01-15,"automated",34
50421294,2019-01-15,"live",45
29550401,2019-01-17,"automated",16
29550401,2019-01-17,"live",18
62229183,2019-01-14,"automated",43
62229183,2019-01-14,"live",23
57545617,2019-01-21,"automated",41
57545617,2019-01-21,"live",17
95962008,2019-01-18,"automated",43
95962008,2019-01-18,"live",2
98862224,2019-01-18,"automated",15
98862224,2019-01-18,"live",18
46039198,2019-01-23,"automated",10
46039198,2019-01-23,"live",13
53493266,2019-01-15,"automated",9
53493266,2019-01-15,"live",2
70506174,2019-01-29,"automated",6
70506174,2019-01-29,"live",5
35743011,2019-02-05,"automated",13
35743011,2019-02-05,"live",10
42791139,2019-01-31,"automated",12
38806357,2019-02-06,"automated",13
38806357,2019-02-06,"live",17
24175301,2019-02-05,"automated",2
24175301,2019-02-05,"live",18
74067915,2019-01-25,"automated",19
74067915,2019-01-25,"live",14
16045083,2019-01-16,"automated",18
16045083,2019-01-16,"live",5
71141255,2019-01-22,"live",17
71141255,2019-01-22,"automated",14
75075338,2019-01-15,"automated",22
75075338,2019-01-15,"live",29
30035005,2019-01-17,"automated",13
30035005,2019-01-17,"live",8
77769640,2019-01-18,"automated",23
77769640,2019-01-18,"live",15
24293856,2019-01-31,"automated",26
24293856,2019-01-31,"live",22
44292233,2019-01-22,"automated",25
44292233,2019-01-22,"live",17
16621617,2019-01-15,"automated",25
16621617,2019-01-15,"live",24
59463984,2019-01-29,"automated",47
59463984,2019-01-29,"live",7
93027469,2019-01-22,"automated",32
93027469,2019-01-22,"live",14
57186805,2019-01-29,"automated",19
57186805,2019-01-29,"live",12
25183455,2019-02-04,"automated",10
22258909,2019-02-07,"automated",10
22258909,2019-02-07,"live",2
72866630,2019-02-01,"automated",31
11547206,2019-01-24,"automated",16
11547206,2019-01-24,"live",1
12050967,2019-01-31,"automated",23
58743403,2019-01-28,"automated",1
72119192,2019-02-04,"automated",3
72119192,2019-02-04,"live",31
40371471,2019-01-17,"automated",16
54057186,2019-01-17,"automated",196
54057186,2019-01-17,"live",2
77860806,2019-01-22,"automated",3
47229687,2019-01-22,"automated",11
47229687,2019-01-22,"live",6
19718866,2019-02-04,"live",5
19718866,2019-02-04,"automated",21
30585935,2019-01-14,"automated",34
30585935,2019-01-14,"live",10
83364027,2019-01-14,"automated",9
83364027,2019-01-14,"live",1
41209708,2019-02-01,"automated",11
41209708,2019-02-01,"live",11
61552799,2019-01-30,"automated",3
73870938,2019-02-07,"automated",25
73870938,2019-02-07,"live",5
79308923,2019-01-25,"automated",27
79308923,2019-01-25,"live",4
36882983,2019-01-18,"automated",22
36882983,2019-01-18,"live",2
98058668,2019-01-30,"automated",16
98058668,2019-01-30,"live",13
67497805,2019-01-17,"automated",16
67497805,2019-01-17,"live",4
79345882,2019-02-07,"automated",32
47548239,2019-01-31,"automated",11
47548239,2019-01-31,"live",28
54009973,2019-01-22,"automated",44
54009973,2019-01-22,"live",17
36146143,2019-01-29,"automated",13
36146143,2019-01-29,"live",10
55364390,2019-01-30,"automated",23
55364390,2019-01-30,"live",15
14824202,2019-01-22,"automated",25
14824202,2019-01-22,"live",45
40790788,2019-01-30,"automated",19
49300943,2019-01-25,"automated",10
49300943,2019-01-25,"live",15
69940747,2019-01-14,"automated",27
69940747,2019-01-14,"live",4
93361893,2019-01-22,"automated",79
93361893,2019-01-22,"live",41
64507922,2019-01-25,"automated",38
64507922,2019-01-25,"live",6
50998677,2019-01-25,"automated",47
65384901,2019-01-17,"automated",19
65384901,2019-01-17,"live",3
21557153,2019-01-14,"automated",23
21557153,2019-01-14,"live",2
38641917,2019-01-25,"automated",7
45846407,2019-01-17,"automated",8
45846407,2019-01-17,"live",7
99096272,2019-02-05,"automated",11
99096272,2019-02-05,"live",26
75612044,2019-01-31,"automated",27
75612044,2019-01-31,"live",4
41020118,2019-01-31,"automated",14
41020118,2019-01-31,"live",21
96313751,2019-02-05,"automated",18
96313751,2019-02-05,"live",23
65132072,2019-01-29,"automated",15
65132072,2019-01-29,"live",11
14778750,2019-01-29,"automated",26
14778750,2019-01-29,"live",8
36842876,2019-01-31,"automated",24
36842876,2019-01-31,"live",7
13367822,2019-02-08,"automated",25
13367822,2019-02-08,"live",7
85639459,2019-01-15,"automated",19
85639459,2019-01-15,"live",34
89603193,2019-01-14,"automated",21
89603193,2019-01-14,"live",18
10982867,2019-01-29,"automated",38
10982867,2019-01-29,"live",41
57482894,2019-01-23,"automated",25
57482894,2019-01-23,"live",10
76064386,2019-02-01,"automated",56
76064386,2019-02-01,"live",18
94361118,2019-01-31,"automated",41
93159280,2019-01-31,"automated",5
93159280,2019-01-31,"live",14
80598920,2019-01-14,"automated",95
80598920,2019-01-14,"live",14
94288611,2019-01-15,"automated",30
49227326,2019-02-01,"automated",41
49227326,2019-02-01,"live",5
33386149,2019-02-07,"automated",31
33386149,2019-02-07,"live",7
38109860,2019-02-04,"automated",18
38109860,2019-02-04,"live",28
13270487,2019-02-07,"automated",19
13270487,2019-02-07,"live",16
24191654,2019-01-16,"automated",19
24191654,2019-01-16,"live",14
81561642,2019-01-14,"automated",25
81561642,2019-01-14,"live",17
65033997,2019-01-29,"automated",7
60751379,2019-01-24,"automated",22
60751379,2019-01-24,"live",45
86497409,2019-02-05,"automated",4
86497409,2019-02-05,"live",16
44223066,2019-01-23,"automated",3
44223066,2019-01-23,"live",1
95636177,2019-01-15,"automated",16
95636177,2019-01-15,"live",60
67780203,2019-01-18,"automated",4
67780203,2019-01-18,"live",6
25671275,2019-01-21,"automated",2
25671275,2019-01-21,"live",14
19183626,2019-01-14,"automated",17
19183626,2019-01-14,"live",1
32969681,2019-01-22,"automated",7
32969681,2019-01-22,"live",9
47370335,2019-01-23,"automated",25
47370335,2019-01-23,"live",16
24065891,2019-01-25,"automated",14
24065891,2019-01-25,"live",8
30900768,2019-02-04,"automated",7
30900768,2019-02-04,"live",17
15629842,2019-01-14,"automated",10
15629842,2019-01-14,"live",3
34732145,2019-01-29,"automated",7
85873064,2019-01-25,"automated",21
85873064,2019-01-25,"live",1
82540856,2019-01-21,"automated",8
82540856,2019-01-21,"live",20
59579932,2019-02-06,"automated",60
59579932,2019-02-06,"live",25
94950782,2019-01-28,"automated",34
94950782,2019-01-28,"live",25
37343285,2019-01-25,"automated",14
37343285,2019-01-25,"live",10
12562978,2019-01-16,"live",12
12562978,2019-01-16,"automated",8
68391459,2019-01-15,"automated",14
68391459,2019-01-15,"live",14
83241177,2019-01-22,"automated",13
83241177,2019-01-22,"live",5
17949397,2019-01-11,"automated",4
17949397,2019-01-11,"live",7
92882983,2019-01-22,"automated",50
92882983,2019-01-22,"live",9
37640344,2019-01-15,"automated",4
37640344,2019-01-15,"live",9
19094303,2019-02-07,"automated",41
19094303,2019-02-07,"live",3
77727467,2019-01-29,"automated",16
42336882,2019-01-15,"automated",67
42336882,2019-01-15,"live",14
29423989,2019-01-14,"automated",36
29423989,2019-01-14,"live",7
82976872,2019-01-28,"automated",45
82976872,2019-01-28,"live",8
93628747,2019-01-15,"automated",79
93628747,2019-01-15,"live",18
93792505,2019-01-22,"automated",73
93792505,2019-01-22,"live",12
57797055,2019-02-05,"automated",27
57797055,2019-02-05,"live",9
34539304,2019-01-15,"automated",24
34539304,2019-01-15,"live",15
53280853,2019-01-25,"automated",32
53280853,2019-01-25,"live",25
44843219,2019-02-04,"automated",15
44843219,2019-02-04,"live",28
40502606,2019-01-17,"automated",12
40502606,2019-01-17,"live",1
29530267,2019-02-04,"automated",97
29530267,2019-02-04,"live",29
94033859,2019-01-15,"automated",25
94033859,2019-01-15,"live",24
83605083,2019-02-01,"automated",28
83605083,2019-02-01,"live",54
94890126,2019-01-14,"automated",7
94890126,2019-01-14,"live",29
18266350,2019-01-23,"automated",25
18266350,2019-01-23,"live",19
18332000,2019-02-01,"automated",25
18332000,2019-02-01,"live",1
81869908,2019-01-28,"automated",28
81869908,2019-01-28,"live",6
52927455,2019-01-17,"automated",16
52927455,2019-01-17,"live",3
65312683,2019-01-23,"live",9
65312683,2019-01-23,"automated",9
96106040,2019-01-25,"automated",9
96106040,2019-01-25,"live",23
32666513,2019-01-21,"automated",7
32666513,2019-01-21,"live",10
13826018,2019-02-05,"automated",5
12705775,2019-02-06,"live",5
12705775,2019-02-06,"automated",7
98623414,2019-02-07,"automated",4
98623414,2019-02-07,"live",4
57934331,2019-01-15,"automated",7
57934331,2019-01-15,"live",19
39165328,2019-02-08,"automated",41
39165328,2019-02-08,"live",30
94475643,2019-01-22,"live",4
94475643,2019-01-22,"automated",7
23624578,2019-01-14,"automated",3
23624578,2019-01-14,"live",15
54209601,2019-02-05,"automated",19
54209601,2019-02-05,"live",3
26744015,2019-02-07,"automated",29
26744015,2019-02-07,"live",21
23550966,2019-01-14,"automated",2
62640936,2019-01-29,"automated",13
62640936,2019-01-29,"live",2
12163533,2019-01-31,"automated",24
12163533,2019-01-31,"live",11
80829391,2019-01-23,"automated",38
80829391,2019-01-23,"live",8
95298797,2019-01-23,"automated",17
72084986,2019-01-16,"automated",49
72084986,2019-01-16,"live",12
40594628,2019-01-25,"automated",66
40594628,2019-01-25,"live",41
83729378,2019-01-21,"automated",36
83729378,2019-01-21,"live",3
69439910,2019-01-23,"automated",8
69439910,2019-01-23,"live",6
55692489,2019-01-29,"automated",53
55692489,2019-01-29,"live",92
96230407,2019-01-21,"automated",14
96230407,2019-01-21,"live",9
78453600,2019-01-29,"automated",6
78453600,2019-01-29,"live",19
70753220,2019-01-29,"automated",50
10763166,2019-02-07,"live",9
10763166,2019-02-07,"automated",2
19270298,2019-01-25,"automated",24
19270298,2019-01-25,"live",1
16031629,2019-01-28,"automated",37
16031629,2019-01-28,"live",21
67313376,2019-01-18,"automated",2
67313376,2019-01-18,"live",44
81140320,2019-01-28,"automated",12
81140320,2019-01-28,"live",11
43367053,2019-02-05,"automated",9
43367053,2019-02-05,"live",1
75242171,2019-01-21,"automated",21
75242171,2019-01-21,"live",3
94885554,2019-02-05,"automated",64
94885554,2019-02-05,"live",5
49296832,2019-01-18,"automated",12
49296832,2019-01-18,"live",8
36134185,2019-01-22,"automated",24
36134185,2019-01-22,"live",2
90406746,2019-02-01,"automated",29
90406746,2019-02-01,"live",15
60588630,2019-02-07,"automated",17
23846514,2019-02-01,"automated",7
97390404,2019-01-28,"automated",14
97390404,2019-01-28,"live",11
51413926,2019-01-18,"automated",16
51413926,2019-01-18,"live",5
51163333,2019-01-21,"automated",4
51163333,2019-01-21,"live",2
99436966,2019-02-07,"automated",18
99436966,2019-02-07,"live",23
20527155,2019-01-16,"automated",67
48473125,2019-01-18,"automated",24
48473125,2019-01-18,"live",7
68193841,2019-01-18,"automated",30
68193841,2019-01-18,"live",19
65713288,2019-01-31,"automated",13
65713288,2019-01-31,"live",8
68318902,2019-01-21,"automated",21
68318902,2019-01-21,"live",7
14782609,2019-01-21,"automated",30
47146419,2019-01-24,"automated",26
47146419,2019-01-24,"live",2
53013831,2019-01-22,"automated",13
53013831,2019-01-22,"live",9
66882941,2019-01-30,"live",2
66882941,2019-01-30,"automated",17
32239841,2019-01-17,"automated",9
12227039,2019-01-15,"automated",30
12227039,2019-01-15,"live",21
21561173,2019-01-16,"automated",45
21561173,2019-01-16,"live",2
81765917,2019-01-14,"automated",50
81765917,2019-01-14,"live",4
95685100,2019-01-22,"automated",12
95685100,2019-01-22,"live",9
93119702,2019-01-28,"automated",1
63957470,2019-01-16,"automated",34
63957470,2019-01-16,"live",13
79607509,2019-01-22,"automated",30
79607509,2019-01-22,"live",22
20801589,2019-01-25,"automated",5
20801589,2019-01-25,"live",64
20339747,2019-01-11,"automated",12
20339747,2019-01-11,"live",10
16087350,2019-01-31,"automated",21
19749185,2019-01-31,"automated",22
19749185,2019-01-31,"live",11
86042113,2019-01-24,"automated",6
86042113,2019-01-24,"live",17
55639606,2019-02-01,"automated",7
55639606,2019-02-01,"live",16
42666955,2019-01-15,"automated",21
42666955,2019-01-15,"live",33
24814567,2019-01-22,"live",1
72322316,2019-01-15,"automated",7
72322316,2019-01-15,"live",2
33205549,2019-02-07,"automated",1
33205549,2019-02-07,"live",1
58695728,2019-01-25,"automated",25
91605401,2019-02-05,"automated",1
91605401,2019-02-05,"live",27
96820874,2019-01-15,"automated",18
15815604,2019-01-14,"automated",20
84373189,2019-02-07,"automated",28
84373189,2019-02-07,"live",1
47869514,2019-01-14,"automated",19
92930263,2019-01-25,"automated",4
92930263,2019-01-25,"live",2
56032943,2019-01-14,"automated",26
56032943,2019-01-14,"live",39
52983454,2019-01-24,"automated",16
52983454,2019-01-24,"live",8
98766897,2019-01-17,"automated",31
33853647,2019-01-31,"automated",57
33853647,2019-01-31,"live",15
86777061,2019-01-29,"automated",18
86777061,2019-01-29,"live",10
27381431,2019-02-07,"automated",15
27381431,2019-02-07,"live",18
21082679,2019-01-25,"automated",25
21082679,2019-01-25,"live",3
11111264,2019-02-01,"automated",13
11111264,2019-02-01,"live",9
42619967,2019-01-25,"automated",22
42619967,2019-01-25,"live",1
45940858,2019-01-15,"automated",20
45940858,2019-01-15,"live",9
52371736,2019-02-06,"automated",26
52371736,2019-02-06,"live",17
20380804,2019-01-17,"automated",33
20380804,2019-01-17,"live",2
82253555,2019-01-22,"automated",164
82253555,2019-01-22,"live",5
30424162,2019-01-15,"automated",26
30424162,2019-01-15,"live",5
60170541,2019-02-01,"automated",19
60170541,2019-02-01,"live",1
22011591,2019-01-24,"automated",15
22011591,2019-01-24,"live",34
32003673,2019-01-22,"automated",36
32003673,2019-01-22,"live",54
63898962,2019-01-25,"automated",41
63898962,2019-01-25,"live",15
50811399,2019-01-16,"automated",16
50811399,2019-01-16,"live",12
19901807,2019-02-04,"automated",35
19901807,2019-02-04,"live",21
55039180,2019-01-29,"automated",36
55039180,2019-01-29,"live",12
89149089,2019-02-05,"automated",25
89149089,2019-02-05,"live",1
16890540,2019-01-28,"automated",11
16890540,2019-01-28,"live",1
62228401,2019-01-30,"automated",18
62228401,2019-01-30,"live",28
45688691,2019-01-24,"automated",14
45688691,2019-01-24,"live",3
92548801,2019-02-01,"automated",22
92548801,2019-02-01,"live",5
84007380,2019-01-15,"automated",28
84007380,2019-01-15,"live",1
55359040,2019-02-07,"automated",15
55359040,2019-02-07,"live",11
98534588,2019-01-28,"automated",51
98534588,2019-01-28,"live",23
20847419,2019-02-01,"automated",6
20847419,2019-02-01,"live",4
16096990,2019-01-14,"automated",67
16096990,2019-01-14,"live",4
75577630,2019-01-23,"automated",13
75577630,2019-01-23,"live",12
84164717,2019-01-24,"automated",10
84164717,2019-01-24,"live",8
40411634,2019-01-25,"automated",30
64843735,2019-01-28,"automated",60
64843735,2019-01-28,"live",29
31669114,2019-02-05,"automated",7
31669114,2019-02-05,"live",12
63315380,2019-02-01,"automated",42
63315380,2019-02-01,"live",15
26479881,2019-01-21,"automated",43
26479881,2019-01-21,"live",3
38023573,2019-01-22,"automated",12
38023573,2019-01-22,"live",19
68563764,2019-02-04,"live",14
68563764,2019-02-04,"automated",11
37381043,2019-01-14,"automated",42
37381043,2019-01-14,"live",9
15908934,2019-01-14,"automated",17
15908934,2019-01-14,"live",4
18952220,2019-01-14,"automated",47
18952220,2019-01-14,"live",1
35057747,2019-01-14,"automated",11
35057747,2019-01-14,"live",1
43939333,2019-01-25,"automated",37
43939333,2019-01-25,"live",18
18349762,2019-01-30,"automated",24
18349762,2019-01-30,"live",12
98855079,2019-01-22,"automated",19
98855079,2019-01-22,"live",13
56512293,2019-01-18,"automated",47
56512293,2019-01-18,"live",19
31289595,2019-01-17,"automated",59
31289595,2019-01-17,"live",43
14497474,2019-01-17,"automated",3
27540878,2019-02-04,"automated",35
27540878,2019-02-04,"live",1
89788826,2019-01-28,"automated",9
89788826,2019-01-28,"live",2
63296376,2019-02-08,"automated",4
63296376,2019-02-08,"live",2
56892236,2019-02-08,"automated",34
56892236,2019-02-08,"live",1
86963085,2019-02-05,"automated",7
45927415,2019-01-24,"automated",2
45927415,2019-01-24,"live",4
93609032,2019-02-05,"automated",79
93609032,2019-02-05,"live",28
17826387,2019-02-04,"automated",5
17826387,2019-02-04,"live",26
37226265,2019-01-28,"automated",30
37226265,2019-01-28,"live",42
59872720,2019-02-05,"live",8
59872720,2019-02-05,"automated",10
77458864,2019-01-22,"automated",16
77458864,2019-01-22,"live",2
22018287,2019-01-16,"automated",35
22018287,2019-01-16,"live",21
19948388,2019-01-15,"automated",31
19948388,2019-01-15,"live",9
87430672,2019-01-31,"automated",19
87430672,2019-01-31,"live",8
74301112,2019-01-15,"automated",13
72420111,2019-01-18,"automated",40
63207786,2019-02-08,"automated",21
63207786,2019-02-08,"live",4
73640503,2019-02-04,"automated",24
73640503,2019-02-04,"live",1
71602014,2019-01-16,"automated",37
71602014,2019-01-16,"live",2
99178271,2019-01-17,"automated",11
99178271,2019-01-17,"live",5
53988787,2019-01-15,"automated",1
55610002,2019-01-15,"automated",5
79774981,2019-01-25,"automated",14
79774981,2019-01-25,"live",9
93265230,2019-01-15,"automated",3
93265230,2019-01-15,"live",12
23425263,2019-02-06,"automated",17
23425263,2019-02-06,"live",10
48813790,2019-01-22,"automated",24
48813790,2019-01-22,"live",12
77430401,2019-01-28,"automated",25
77430401,2019-01-28,"live",2
30175266,2019-02-07,"automated",4
30175266,2019-02-07,"live",1
43978557,2019-02-05,"live",2
43978557,2019-02-05,"automated",19
45747509,2019-01-29,"automated",39
45747509,2019-01-29,"live",57
39907000,2019-01-14,"automated",4
39907000,2019-01-14,"live",33
23649763,2019-01-22,"automated",18
23649763,2019-01-22,"live",3
38641173,2019-01-14,"automated",25
38641173,2019-01-14,"live",23
33866775,2019-01-24,"automated",39
33866775,2019-01-24,"live",8
90303911,2019-01-30,"automated",9
90303911,2019-01-30,"live",5
35709486,2019-02-08,"automated",22
35709486,2019-02-08,"live",6
37673363,2019-02-05,"automated",12
37673363,2019-02-05,"live",7
65060911,2019-02-06,"automated",3
65060911,2019-02-06,"live",1
86310116,2019-02-04,"automated",10
86310116,2019-02-04,"live",2
25832377,2019-01-28,"automated",26
25832377,2019-01-28,"live",9
38167984,2019-01-14,"automated",6
38167984,2019-01-14,"live",38
10634707,2019-02-01,"automated",4
10634707,2019-02-01,"live",20
52138757,2019-01-30,"automated",30
52138757,2019-01-30,"live",1
16176189,2019-01-16,"automated",31
81125239,2019-01-25,"automated",91
90491480,2019-01-29,"automated",41
15865167,2019-01-14,"automated",14
15865167,2019-01-14,"live",25
48272514,2019-01-21,"automated",42
48272514,2019-01-21,"live",20
82128562,2019-01-22,"automated",4
82128562,2019-01-22,"live",4
67287051,2019-01-29,"automated",35
67287051,2019-01-29,"live",9
80349696,2019-01-15,"automated",19
80349696,2019-01-15,"live",13
62965754,2019-01-23,"automated",25
37924808,2019-01-16,"automated",17
37924808,2019-01-16,"live",39
57765290,2019-01-31,"automated",35
57765290,2019-01-31,"live",17
23335205,2019-02-07,"automated",28
23335205,2019-02-07,"live",15
70279631,2019-02-06,"automated",18
70279631,2019-02-06,"live",1
64824607,2019-01-23,"automated",27
64824607,2019-01-23,"live",11
69176733,2019-02-07,"automated",9
69176733,2019-02-07,"live",9
80662909,2019-01-15,"automated",18
80662909,2019-01-15,"live",1
47149963,2019-01-15,"automated",27
47149963,2019-01-15,"live",1
67808786,2019-01-24,"automated",15
67808786,2019-01-24,"live",3
89756594,2019-01-29,"automated",8
89756594,2019-01-29,"live",2
57618079,2019-01-25,"live",2
57618079,2019-01-25,"automated",27
87222740,2019-01-31,"automated",2
87222740,2019-01-31,"live",7
58346474,2019-01-22,"automated",21
58346474,2019-01-22,"live",29
47459921,2019-02-07,"automated",12
93910617,2019-01-18,"automated",13
93910617,2019-01-18,"live",5
34947914,2019-01-25,"automated",13
